Order ID,Kode Minuman,Jumlah,Tanggal Order,Harga Satuan,Ukuran
O00381,P008,3,5/13/2024,12000,Regular
O00381,P001,3,10/22/2024,5000,Regular
O00381,P008,6,12/22/2024,14000,Large
O00382,P001,2,9/28/2024,7000,Large
O00382,P008,3,1/2/2024,10000,Small
O00383,P003,6,4/11/2024,6000,Small
O00383,P001,7,4/22/2024,3000,Small
O00383,P005,4,7/8/2024,6000,Small
O00383,P001,2,8/8/2024,5000,Regular
O00384,P001,4,1/14/2024,7000,Large
O00384,P004,5,5/31/2024,6000,Small
O00384,P002,5,10/26/2024,9000,Large
O00384,P005,1,2/18/2024,10000,Large
O00384,P003,2,5/25/2024,10000,Large
O00385,P002,4,3/29/2024,5000,Small
O00385,P006,1,8/13/2024,14000,Large
O00386,P006,5,2/3/2024,12000,Regular
O00386,P003,10,10/16/2024,6000,Small
O00386,P003,7,7/8/2024,10000,Large
O00386,P008,7,7/19/2024,12000,Regular
O00386,P007,3,4/30/2024,12000,Regular
O00386,P006,4,9/20/2024,10000,Small
O00387,P002,1,2/17/2024,9000,Large
O00387,P003,4,2/29/2024,6000,Small
O00387,P001,3,12/2/2024,3000,Small
O00387,P006,7,6/2/2024,12000,Regular
O00387,P007,9,5/26/2024,12000,Regular
O00387,P001,7,4/5/2024,5000,Regular
O00387,P005,7,5/8/2024,10000,Large
O00388,P002,6,2/6/2024,5000,Small
O00388,P006,6,10/14/2024,12000,Regular
O00389,P003,9,10/15/2024,6000,Small
O00389,P006,7,10/18/2024,12000,Regular
O00390,P002,3,5/4/2024,9000,Large
O00390,P002,3,2/10/2024,9000,Large
O00390,P003,4,5/15/2024,8000,Regular
O00390,P007,7,6/2/2024,12000,Regular
O00390,P003,4,4/21/2024,6000,Small
O00391,P008,6,1/28/2024,12000,Regular
O00391,P004,5,12/18/2024,6000,Small
O00391,P005,8,5/9/2024,10000,Large
O00391,P003,7,2/29/2024,10000,Large
O00391,P002,1,3/17/2024,9000,Large
O00392,P002,10,4/7/2024,7000,Regular
O00392,P008,2,8/22/2024,10000,Small
O00393,P003,7,12/21/2024,6000,Small
O00393,P004,5,11/20/2024,6000,Small
O00393,P001,5,5/11/2024,7000,Large
O00393,P002,3,7/14/2024,5000,Small
O00395,P002,8,7/31/2024,5000,Small
O00395,P002,2,10/2/2024,7000,Regular
O00395,P008,7,5/20/2024,10000,Small
O00395,P005,3,6/17/2024,8000,Regular
O00395,P005,3,3/11/2024,8000,Regular
O00396,P004,10,11/23/2024,6000,Small
O00396,P008,6,2/9/2024,14000,Large
O00396,P002,5,10/3/2024,7000,Regular
O00396,P001,9,2/12/2024,5000,Regular
O00396,P002,7,6/19/2024,5000,Small
O00397,P004,9,5/27/2024,8000,Regular
O00397,P005,2,6/18/2024,6000,Small
O00397,P007,7,9/2/2024,14000,Large
O00397,P003,7,8/16/2024,10000,Large
O00397,P004,6,5/22/2024,10000,Large
O00397,P002,4,3/26/2024,9000,Large
O00397,P006,3,8/13/2024,14000,Large
O00398,P004,8,2/9/2024,8000,Regular
O00398,P008,5,11/28/2024,14000,Large
O00398,P003,7,7/10/2024,6000,Small
O00398,P006,3,9/17/2024,12000,Regular
O00398,P002,3,9/7/2024,5000,Small
O00399,P007,8,5/1/2024,10000,Small
O00399,P007,6,3/13/2024,10000,Small
O00399,P007,8,6/8/2024,14000,Large
O00399,P008,2,9/27/2024,10000,Small
O00399,P001,5,8/3/2024,7000,Large
O00399,P003,5,1/10/2024,8000,Regular
O00400,P003,8,2/22/2024,6000,Small
O00400,P004,5,12/6/2024,10000,Large
O00401,P008,2,11/2/2024,12000,Regular
O00401,P002,10,7/27/2024,7000,Regular
O00401,P003,10,12/17/2024,8000,Regular
O00401,P004,4,10/20/2024,8000,Regular
O00401,P007,9,4/30/2024,10000,Small
O00401,P003,3,1/28/2024,8000,Regular
O00401,P007,5,12/25/2024,14000,Large
O00401,P006,6,2/9/2024,14000,Large
O00401,P005,9,6/15/2024,8000,Regular
O00402,P006,5,7/21/2024,10000,Small
O00402,P002,10,9/4/2024,7000,Regular
O00402,P007,5,7/30/2024,10000,Small
O00403,P001,7,2/17/2024,7000,Large
O00403,P003,3,4/15/2024,10000,Large
O00403,P008,5,11/29/2024,12000,Regular
O00404,P005,7,12/19/2024,10000,Large
O00404,P003,9,4/5/2024,6000,Small
O00404,P005,7,10/26/2024,8000,Regular
O00404,P006,7,11/4/2024,12000,Regular
O00404,P006,1,10/25/2024,10000,Small
O00405,P004,2,11/30/2024,8000,Regular
O00405,P002,5,5/24/2024,9000,Large
O00405,P005,10,8/8/2024,8000,Regular
O00405,P007,2,4/25/2024,14000,Large
O00405,P002,5,4/30/2024,9000,Large
O00406,P003,1,6/2/2024,8000,Regular
O00406,P003,10,2/21/2024,6000,Small
O00406,P003,3,11/21/2024,8000,Regular
O00406,P006,8,4/19/2024,12000,Regular
O00406,P005,2,7/12/2024,10000,Large
O00407,P005,4,3/16/2024,6000,Small
O00407,P007,2,2/28/2024,12000,Regular
O00407,P006,7,11/29/2024,12000,Regular
O00407,P001,6,11/26/2024,5000,Regular
O00407,P004,4,5/3/2024,8000,Regular
O00408,P008,8,8/14/2024,10000,Small
O00408,P004,2,5/28/2024,10000,Large
O00408,P002,10,11/2/2024,5000,Small
O00409,P003,10,1/22/2024,8000,Regular
O00410,P003,2,1/28/2024,6000,Small
O00412,P005,7,12/27/2024,6000,Small
O00412,P001,5,2/27/2024,5000,Regular
O00412,P005,6,11/15/2024,6000,Small
O00412,P008,8,8/5/2024,14000,Large
O00413,P006,3,7/30/2024,12000,Regular
O00413,P002,8,12/4/2024,7000,Regular
O00413,P003,8,6/21/2024,6000,Small
O00414,P003,10,11/4/2024,6000,Small
O00414,P002,3,9/7/2024,5000,Small
O00414,P007,7,7/24/2024,14000,Large
O00414,P008,10,5/19/2024,12000,Regular
O00414,P003,2,1/8/2024,6000,Small
O00414,P001,8,2/13/2024,5000,Regular
O00414,P006,5,12/17/2024,10000,Small
O00416,P008,1,10/27/2024,12000,Regular
O00416,P002,4,11/9/2024,5000,Small
O00418,P002,10,6/6/2024,7000,Regular
O00418,P002,6,4/29/2024,7000,Regular
O00419,P005,7,1/1/2024,6000,Small
O00419,P007,6,4/16/2024,10000,Small
O00419,P004,8,6/18/2024,6000,Small
O00419,P006,2,6/7/2024,10000,Small
O00420,P008,6,2/25/2024,10000,Small
O00420,P002,10,9/6/2024,5000,Small
O00420,P007,1,4/13/2024,14000,Large
O00420,P005,10,10/1/2024,6000,Small
O00420,P001,1,4/21/2024,3000,Small
O00420,P001,10,7/22/2024,7000,Large
O00420,P002,7,10/10/2024,5000,Small
O00420,P005,1,12/4/2024,8000,Regular
O00421,P003,4,2/22/2024,6000,Small
O00421,P001,7,5/7/2024,7000,Large
O00421,P001,7,11/24/2024,7000,Large
O00421,P002,2,8/20/2024,5000,Small
O00422,P005,6,1/7/2024,10000,Large
O00422,P002,10,3/7/2024,5000,Small
O00422,P006,3,9/23/2024,14000,Large
O00422,P004,7,11/21/2024,6000,Small
O00423,P006,1,11/28/2024,10000,Small
O00424,P002,4,8/15/2024,9000,Large
O00425,P005,2,2/14/2024,8000,Regular
O00425,P002,2,5/30/2024,7000,Regular
O00425,P004,6,10/15/2024,10000,Large
O00425,P004,2,2/8/2024,10000,Large
O00425,P005,4,8/30/2024,10000,Large
O00425,P006,9,12/15/2024,12000,Regular
O00425,P008,7,7/29/2024,10000,Small
O00426,P004,7,4/1/2024,10000,Large
O00427,P001,7,2/29/2024,3000,Small
O00427,P004,6,11/4/2024,10000,Large
O00427,P007,1,9/8/2024,14000,Large
O00428,P002,10,1/8/2024,5000,Small
O00428,P006,7,10/23/2024,12000,Regular
O00428,P002,5,11/10/2024,9000,Large
O00428,P007,7,2/9/2024,14000,Large
O00429,P008,6,10/13/2024,10000,Small
O00429,P002,10,3/24/2024,5000,Small
O00430,P006,10,12/6/2024,12000,Regular
O00431,P003,1,6/8/2024,10000,Large
O00431,P003,2,1/16/2024,8000,Regular
O00431,P007,9,12/14/2024,10000,Small
O00432,P002,5,7/22/2024,5000,Small
O00432,P005,6,7/11/2024,6000,Small
O00432,P001,10,4/11/2024,7000,Large
O00432,P007,8,10/12/2024,10000,Small
O00433,P004,8,5/7/2024,8000,Regular
O00434,P006,2,7/8/2024,12000,Regular
O00435,P002,1,7/3/2024,9000,Large
O00435,P002,7,5/2/2024,7000,Regular
O00435,P007,4,1/3/2024,12000,Regular
O00435,P004,6,12/14/2024,6000,Small
O00435,P004,4,4/24/2024,8000,Regular
O00435,P006,3,7/21/2024,10000,Small
O00436,P006,2,8/8/2024,10000,Small
O00436,P003,1,10/5/2024,6000,Small
O00436,P001,4,5/10/2024,3000,Small
O00437,P003,10,4/25/2024,10000,Large
O00438,P003,1,3/5/2024,8000,Regular
O00438,P004,2,3/8/2024,8000,Regular
O00438,P001,4,7/4/2024,7000,Large
O00440,P005,9,5/16/2024,6000,Small
O00441,P003,2,1/11/2024,8000,Regular
O00441,P003,2,3/26/2024,10000,Large
O00442,P001,9,3/5/2024,7000,Large
O00442,P006,1,1/15/2024,14000,Large
O00442,P008,4,5/8/2024,10000,Small
O00442,P008,3,6/30/2024,10000,Small
O00442,P006,3,8/15/2024,12000,Regular
O00443,P005,4,9/12/2024,6000,Small
O00443,P004,9,7/8/2024,10000,Large
O00443,P001,6,1/9/2024,7000,Large
O00443,P004,3,12/18/2024,10000,Large
O00444,P004,10,5/25/2024,8000,Regular
O00445,P007,9,6/16/2024,12000,Regular
O00445,P007,3,4/10/2024,12000,Regular
O00445,P006,4,9/11/2024,12000,Regular
O00445,P005,4,4/29/2024,10000,Large
O00445,P002,9,5/4/2024,7000,Regular
O00445,P001,1,8/29/2024,7000,Large
O00445,P007,6,7/1/2024,14000,Large
O00446,P003,2,7/23/2024,8000,Regular
O00446,P002,5,6/12/2024,9000,Large
O00446,P003,5,6/23/2024,10000,Large
O00447,P001,2,8/10/2024,3000,Small
O00447,P004,7,8/13/2024,8000,Regular
O00447,P002,8,6/5/2024,5000,Small
O00448,P003,4,1/13/2024,6000,Small
O00448,P003,10,3/4/2024,8000,Regular
O00449,P003,8,6/24/2024,10000,Large
O00449,P004,6,6/14/2024,6000,Small
O00449,P008,7,12/12/2024,10000,Small
O00449,P006,4,1/9/2024,10000,Small
O00449,P002,5,10/20/2024,7000,Regular
O00450,P001,10,4/11/2024,7000,Large
O00450,P005,9,4/17/2024,6000,Small
O00450,P008,6,4/6/2024,12000,Regular
O00450,P001,5,4/14/2024,5000,Regular
O00450,P001,10,2/24/2024,3000,Small
O00451,P002,8,8/9/2024,7000,Regular
O00452,P006,8,8/5/2024,10000,Small
O00452,P006,6,8/26/2024,10000,Small
O00452,P007,4,5/26/2024,12000,Regular
O00453,P003,5,1/15/2024,10000,Large
O00453,P002,5,11/15/2024,5000,Small
O00453,P002,9,5/28/2024,9000,Large
O00453,P001,6,7/29/2024,3000,Small
O00453,P003,1,2/2/2024,6000,Small
O00454,P008,6,8/3/2024,14000,Large
O00454,P001,5,4/20/2024,5000,Regular
O00454,P007,5,9/30/2024,14000,Large
O00454,P001,10,8/21/2024,5000,Regular
O00455,P008,6,6/3/2024,12000,Regular
O00455,P007,3,1/10/2024,14000,Large
O00455,P008,2,9/2/2024,12000,Regular
O00455,P003,1,10/3/2024,6000,Small
O00455,P004,4,12/24/2024,10000,Large
O00455,P006,10,1/14/2024,10000,Small
O00455,P002,8,11/5/2024,5000,Small
O00456,P002,5,2/29/2024,5000,Small
O00456,P007,2,2/19/2024,10000,Small
O00456,P007,2,12/9/2024,10000,Small
O00456,P006,6,5/9/2024,10000,Small
O00456,P006,6,5/13/2024,10000,Small
O00456,P006,7,1/10/2024,12000,Regular
O00457,P004,5,12/26/2024,8000,Regular
O00457,P005,6,8/20/2024,10000,Large
O00457,P006,8,4/29/2024,14000,Large
O00457,P002,8,3/7/2024,9000,Large
O00457,P004,4,10/18/2024,6000,Small
O00457,P002,4,3/13/2024,7000,Regular
O00458,P003,10,2/17/2024,6000,Small
O00459,P002,9,9/7/2024,7000,Regular
O00459,P002,7,9/12/2024,5000,Small
O00459,P006,1,11/18/2024,10000,Small
O00459,P005,9,10/21/2024,6000,Small
O00459,P008,8,12/4/2024,12000,Regular
O00460,P007,4,3/11/2024,12000,Regular
O00460,P006,7,5/21/2024,10000,Small
O00460,P008,7,7/10/2024,10000,Small
O00460,P005,4,11/12/2024,8000,Regular
O00460,P002,5,8/15/2024,7000,Regular
O00460,P001,2,12/1/2024,3000,Small
O00461,P002,3,6/27/2024,9000,Large
O00461,P006,5,4/25/2024,14000,Large
O00461,P006,7,7/27/2024,14000,Large
O00462,P008,4,1/1/2024,10000,Small
O00462,P002,5,3/31/2024,5000,Small
O00463,P008,2,12/24/2024,14000,Large
O00463,P003,6,9/2/2024,8000,Regular
O00464,P006,8,11/16/2024,14000,Large
O00464,P001,5,1/7/2024,3000,Small
O00465,P004,10,10/20/2024,6000,Small
O00465,P006,6,5/25/2024,10000,Small
O00465,P003,9,6/11/2024,6000,Small
O00465,P004,9,9/22/2024,10000,Large
O00466,P008,1,1/21/2024,14000,Large
O00467,P004,2,2/17/2024,8000,Regular
O00467,P003,10,4/29/2024,10000,Large
O00467,P007,9,5/16/2024,14000,Large
O00467,P002,7,6/9/2024,7000,Regular
O00468,P004,4,12/12/2024,10000,Large
O00468,P002,4,2/23/2024,5000,Small
O00469,P003,4,2/21/2024,10000,Large
O00470,P004,10,1/11/2024,10000,Large
O00470,P004,5,10/10/2024,6000,Small
O00471,P008,9,9/24/2024,12000,Regular
O00471,P002,7,5/21/2024,5000,Small
O00471,P003,2,2/18/2024,8000,Regular
O00471,P003,4,10/2/2024,8000,Regular
O00471,P003,7,3/1/2024,6000,Small
O00471,P001,3,7/11/2024,5000,Regular
O00471,P008,1,12/10/2024,14000,Large
O00473,P007,6,4/6/2024,12000,Regular
O00473,P007,4,4/24/2024,10000,Small
O00474,P006,9,3/7/2024,12000,Regular
O00474,P002,7,10/27/2024,7000,Regular
O00474,P001,2,3/17/2024,3000,Small
O00475,P002,9,5/16/2024,9000,Large
O00475,P001,8,4/28/2024,3000,Small
O00475,P006,8,1/14/2024,14000,Large
O00476,P005,9,12/23/2024,6000,Small
O00476,P002,4,10/28/2024,5000,Small
O00476,P001,9,3/1/2024,7000,Large
O00476,P005,9,3/4/2024,8000,Regular
O00476,P006,10,10/5/2024,10000,Small
O00476,P001,8,1/27/2024,7000,Large
O00476,P008,5,11/26/2024,14000,Large
O00477,P001,9,10/14/2024,7000,Large
O00477,P004,1,2/25/2024,10000,Large
O00477,P008,8,4/5/2024,10000,Small
O00477,P004,8,8/11/2024,10000,Large
O00478,P003,3,7/28/2024,8000,Regular
O00478,P004,8,11/19/2024,6000,Small
O00478,P005,10,3/6/2024,6000,Small
O00480,P005,5,9/5/2024,6000,Small
O00480,P007,8,8/19/2024,12000,Regular
O00480,P002,10,6/13/2024,9000,Large
O00481,P004,2,1/9/2024,6000,Small
O00481,P008,10,2/19/2024,14000,Large
O00481,P006,9,12/1/2024,10000,Small
O00482,P007,1,6/20/2024,10000,Small
O00482,P007,10,2/11/2024,12000,Regular
O00482,P006,6,7/29/2024,12000,Regular
O00483,P003,4,9/16/2024,6000,Small
O00483,P006,1,12/23/2024,14000,Large
O00483,P005,1,11/2/2024,6000,Small
O00483,P001,5,1/17/2024,7000,Large
O00483,P007,10,3/28/2024,12000,Regular
O00484,P003,8,2/11/2024,6000,Small
O00484,P007,6,4/16/2024,10000,Small
O00485,P008,10,9/30/2024,10000,Small
O00485,P003,3,2/8/2024,8000,Regular
O00485,P005,7,6/7/2024,8000,Regular
O00485,P008,2,1/29/2024,10000,Small
O00485,P005,4,3/8/2024,10000,Large
O00485,P007,7,9/10/2024,10000,Small
O00485,P006,2,10/8/2024,12000,Regular
O00485,P003,9,10/21/2024,10000,Large
O00486,P007,2,8/25/2024,14000,Large
O00488,P008,6,4/5/2024,12000,Regular
O00488,P008,2,3/21/2024,10000,Small
O00488,P003,5,12/22/2024,10000,Large
O00488,P001,5,7/16/2024,3000,Small
O00488,P002,2,5/17/2024,5000,Small
O00489,P007,10,9/17/2024,10000,Small
O00489,P006,6,6/30/2024,14000,Large
O00489,P006,8,3/15/2024,10000,Small
O00489,P001,2,2/3/2024,7000,Large
O00489,P001,2,7/17/2024,7000,Large
O00489,P001,10,1/31/2024,7000,Large
O00490,P006,7,2/24/2024,10000,Small
O00490,P002,8,8/11/2024,7000,Regular
O00490,P002,4,8/7/2024,7000,Regular
O00490,P003,2,3/7/2024,10000,Large
O00490,P001,2,2/22/2024,7000,Large
O00490,P001,6,4/17/2024,3000,Small
O00491,P005,10,6/24/2024,8000,Regular
O00491,P004,2,1/5/2024,6000,Small
O00492,P001,9,5/28/2024,3000,Small
O00492,P008,1,5/29/2024,14000,Large
O00492,P002,4,1/25/2024,5000,Small
O00493,P003,3,3/31/2024,6000,Small
O00493,P003,1,11/14/2024,6000,Small
O00493,P007,1,3/1/2024,10000,Small
O00493,P007,3,3/18/2024,14000,Large
O00494,P005,6,8/25/2024,8000,Regular
O00494,P001,9,5/31/2024,7000,Large
O00494,P008,1,8/25/2024,10000,Small
O00494,P006,9,12/2/2024,12000,Regular
O00494,P006,4,8/8/2024,12000,Regular
O00495,P005,2,8/10/2024,10000,Large
O00495,P006,8,7/7/2024,14000,Large
O00495,P006,1,7/27/2024,10000,Small
O00496,P002,3,11/24/2024,9000,Large
O00497,P007,10,11/10/2024,14000,Large
O00497,P007,6,9/20/2024,10000,Small
O00497,P002,8,11/20/2024,5000,Small
O00497,P003,8,11/26/2024,8000,Regular
O00497,P001,6,11/19/2024,7000,Large
O00498,P003,5,4/15/2024,6000,Small
O00499,P006,6,3/14/2024,14000,Large
O00499,P008,6,6/2/2024,12000,Regular
O00499,P004,10,9/14/2024,6000,Small
O00499,P003,10,11/4/2024,6000,Small
O00499,P003,3,6/25/2024,10000,Large
O00499,P002,2,7/14/2024,5000,Small
O00500,P005,4,4/7/2024,6000,Small
O00500,P008,1,5/26/2024,14000,Large
O00500,P001,2,5/28/2024,3000,Small
O00500,P003,9,11/3/2024,8000,Regular
O00500,P007,7,4/22/2024,12000,Regular
O00501,P007,8,6/11/2024,10000,Small
O00501,P007,2,9/27/2024,14000,Large
O00501,P008,4,11/14/2024,10000,Small
O00502,P001,5,4/23/2024,3000,Small
O00502,P003,8,8/12/2024,10000,Large
O00503,P006,4,12/10/2024,10000,Small
O00503,P008,5,5/6/2024,12000,Regular
O00503,P008,10,8/17/2024,12000,Regular
O00504,P007,8,5/9/2024,12000,Regular
O00504,P005,2,7/31/2024,6000,Small
O00504,P006,8,8/3/2024,12000,Regular
O00504,P006,8,9/18/2024,12000,Regular
O00504,P008,3,2/25/2024,10000,Small
O00505,P003,8,8/10/2024,6000,Small
O00505,P007,1,10/4/2024,10000,Small
O00505,P005,2,5/9/2024,10000,Large
O00505,P001,8,8/14/2024,5000,Regular
O00505,P007,10,11/13/2024,12000,Regular
O00506,P008,1,2/3/2024,12000,Regular
O00507,P001,10,1/6/2024,3000,Small
O00508,P005,10,9/19/2024,6000,Small
O00508,P008,8,12/5/2024,14000,Large
O00508,P002,3,3/3/2024,5000,Small
O00508,P001,10,1/17/2024,3000,Small
O00509,P001,5,8/20/2024,5000,Regular
O00509,P004,4,1/12/2024,6000,Small
O00509,P007,4,7/10/2024,10000,Small
O00509,P003,10,3/2/2024,8000,Regular
O00509,P004,5,8/10/2024,10000,Large
O00509,P002,9,8/13/2024,5000,Small
O00510,P005,7,3/30/2024,8000,Regular
O00510,P005,3,1/12/2024,10000,Large
O00510,P006,1,3/6/2024,10000,Small
O00511,P003,1,5/14/2024,8000,Regular
O00511,P002,8,5/4/2024,9000,Large
O00511,P002,2,5/17/2024,9000,Large
O00511,P005,1,6/17/2024,10000,Large
O00511,P005,4,10/14/2024,10000,Large
O00512,P004,10,8/31/2024,8000,Regular
O00512,P001,6,1/18/2024,3000,Small
O00513,P001,5,9/20/2024,5000,Regular
O00513,P005,10,12/24/2024,10000,Large
O00513,P006,5,5/14/2024,12000,Regular
O00514,P007,2,3/23/2024,10000,Small
O00514,P002,6,1/20/2024,9000,Large
O00514,P006,10,5/27/2024,12000,Regular
O00515,P007,6,3/19/2024,14000,Large
O00515,P003,9,5/29/2024,8000,Regular
O00515,P001,3,4/1/2024,7000,Large
O00515,P004,2,4/30/2024,10000,Large
O00515,P002,5,4/7/2024,5000,Small
O00516,P005,4,12/16/2024,8000,Regular
O00516,P005,8,12/22/2024,8000,Regular
O00516,P001,1,1/21/2024,5000,Regular
O00516,P007,1,9/24/2024,14000,Large
O00516,P008,6,5/26/2024,10000,Small
O00516,P001,5,10/18/2024,3000,Small
O00516,P008,5,12/19/2024,14000,Large
O00517,P004,4,11/15/2024,6000,Small
O00517,P008,1,9/27/2024,10000,Small
O00517,P005,5,5/24/2024,6000,Small
O00517,P003,5,2/1/2024,10000,Large
O00517,P005,4,4/25/2024,10000,Large
O00518,P005,5,6/29/2024,10000,Large
O00518,P005,2,8/12/2024,8000,Regular
O00518,P006,4,8/24/2024,10000,Small
O00518,P002,8,9/12/2024,5000,Small
O00519,P006,9,12/18/2024,12000,Regular
O00519,P008,3,8/20/2024,12000,Regular
O00519,P001,7,6/20/2024,5000,Regular
O00520,P004,6,5/27/2024,8000,Regular
O00520,P004,5,3/1/2024,8000,Regular
O00520,P003,6,9/21/2024,10000,Large
O00520,P001,5,10/9/2024,7000,Large
O00520,P001,6,7/14/2024,3000,Small
O00520,P003,7,10/11/2024,8000,Regular
O00521,P008,5,4/26/2024,12000,Regular
O00521,P003,2,11/22/2024,8000,Regular
O00521,P008,7,3/10/2024,14000,Large
O00521,P004,6,2/17/2024,8000,Regular
O00521,P004,3,6/17/2024,6000,Small
O00521,P004,10,11/20/2024,6000,Small
O00522,P005,3,6/14/2024,6000,Small
O00522,P005,8,4/13/2024,10000,Large
O00523,P002,10,6/24/2024,9000,Large
O00523,P004,8,6/7/2024,10000,Large
O00524,P004,8,3/6/2024,10000,Large
O00524,P003,1,4/29/2024,8000,Regular
O00524,P001,3,9/12/2024,7000,Large
O00525,P001,9,1/27/2024,7000,Large
O00525,P005,10,1/29/2024,8000,Regular
O00525,P004,4,8/10/2024,6000,Small
O00526,P003,9,7/5/2024,6000,Small
O00526,P007,1,4/3/2024,14000,Large
O00526,P007,2,4/3/2024,10000,Small
O00526,P007,7,2/21/2024,12000,Regular
O00526,P003,6,9/19/2024,8000,Regular
O00527,P008,8,6/12/2024,10000,Small
O00527,P006,4,10/10/2024,12000,Regular
O00528,P003,2,5/25/2024,10000,Large
O00529,P005,7,3/31/2024,6000,Small
O00529,P003,10,6/8/2024,6000,Small
O00530,P003,8,7/7/2024,8000,Regular
O00531,P001,7,8/25/2024,5000,Regular
O00532,P006,5,8/3/2024,10000,Small
O00532,P004,5,5/26/2024,8000,Regular
O00532,P005,6,9/22/2024,10000,Large
O00532,P003,4,11/18/2024,6000,Small
O00533,P004,1,10/23/2024,8000,Regular
O00533,P002,9,12/26/2024,5000,Small
O00533,P006,2,2/6/2024,14000,Large
O00534,P004,8,2/22/2024,6000,Small
O00534,P002,7,1/11/2024,7000,Regular
O00534,P005,7,8/28/2024,6000,Small
O00534,P003,10,10/17/2024,6000,Small
O00535,P003,2,9/8/2024,8000,Regular
O00536,P007,9,2/21/2024,14000,Large
O00536,P002,8,8/27/2024,7000,Regular
O00536,P003,5,3/24/2024,8000,Regular
O00537,P008,2,1/14/2024,10000,Small
O00537,P001,4,11/10/2024,7000,Large
O00537,P003,4,7/22/2024,8000,Regular
O00537,P004,6,7/19/2024,10000,Large
O00537,P003,4,10/12/2024,8000,Regular
O00538,P008,10,11/25/2024,14000,Large
O00540,P008,7,9/30/2024,14000,Large
O00540,P006,3,10/1/2024,12000,Regular
O00540,P005,10,8/29/2024,10000,Large
O00540,P007,8,2/16/2024,12000,Regular
O00540,P003,6,1/25/2024,10000,Large
O00540,P002,4,11/20/2024,9000,Large
O00541,P006,7,5/22/2024,12000,Regular
O00541,P006,2,4/13/2024,14000,Large
O00541,P003,2,5/3/2024,6000,Small
O00541,P002,9,4/13/2024,7000,Regular
O00542,P006,5,9/25/2024,12000,Regular
O00542,P005,2,6/1/2024,8000,Regular
O00542,P002,6,9/14/2024,9000,Large
O00542,P003,10,9/21/2024,10000,Large
O00542,P006,2,4/7/2024,12000,Regular
O00543,P006,4,5/20/2024,14000,Large
O00543,P003,8,4/3/2024,6000,Small
O00544,P005,6,10/28/2024,6000,Small
O00544,P004,3,7/24/2024,8000,Regular
O00544,P004,10,11/10/2024,8000,Regular
O00546,P005,6,2/14/2024,8000,Regular
O00546,P007,7,9/11/2024,14000,Large
O00546,P001,6,1/19/2024,7000,Large
O00546,P004,3,2/14/2024,10000,Large
O00546,P002,3,8/12/2024,5000,Small
O00546,P004,5,12/19/2024,10000,Large
O00547,P004,8,4/26/2024,8000,Regular
O00547,P003,4,2/17/2024,8000,Regular
O00547,P005,10,7/31/2024,8000,Regular
O00547,P005,7,3/21/2024,10000,Large
O00548,P006,10,8/16/2024,12000,Regular
O00548,P006,9,11/29/2024,14000,Large
O00549,P003,9,6/15/2024,6000,Small
O00549,P002,5,11/2/2024,5000,Small
O00550,P008,10,9/15/2024,12000,Regular
O00550,P004,9,2/4/2024,6000,Small
O00550,P006,7,10/25/2024,10000,Small
O00551,P006,5,1/2/2024,14000,Large
O00551,P002,6,11/24/2024,5000,Small
O00551,P006,9,4/26/2024,10000,Small
O00552,P008,8,5/19/2024,14000,Large
O00552,P007,10,6/28/2024,10000,Small
O00553,P006,2,7/16/2024,12000,Regular
O00553,P002,4,9/21/2024,5000,Small
O00553,P003,8,8/5/2024,10000,Large
O00553,P005,10,10/28/2024,8000,Regular
O00553,P005,8,1/23/2024,10000,Large
O00554,P008,6,8/19/2024,14000,Large
O00554,P005,7,11/22/2024,10000,Large
O00554,P004,2,12/5/2024,10000,Large
O00554,P003,4,3/9/2024,8000,Regular
O00554,P004,2,1/1/2024,6000,Small
O00555,P004,1,4/8/2024,8000,Regular
O00555,P005,1,8/23/2024,6000,Small
O00557,P003,10,2/28/2024,10000,Large
O00557,P002,2,12/16/2024,9000,Large
O00557,P008,7,12/20/2024,12000,Regular
O00557,P008,3,11/15/2024,10000,Small
O00557,P003,6,1/2/2024,6000,Small
O00558,P002,4,6/9/2024,9000,Large
O00558,P003,1,6/12/2024,8000,Regular
O00558,P005,8,5/9/2024,6000,Small
O00559,P001,10,10/24/2024,7000,Large
O00559,P005,9,8/20/2024,10000,Large
O00559,P001,4,9/21/2024,7000,Large
O00559,P004,3,7/10/2024,8000,Regular
O00559,P008,5,6/25/2024,12000,Regular
O00559,P002,2,1/2/2024,9000,Large
O00559,P008,10,4/19/2024,12000,Regular
O00560,P002,7,7/23/2024,7000,Regular
O00560,P001,10,5/12/2024,5000,Regular
O00560,P007,1,6/6/2024,12000,Regular
O00560,P006,4,9/2/2024,14000,Large
O00560,P008,2,4/26/2024,14000,Large
O00560,P005,9,6/7/2024,6000,Small
O00560,P007,5,1/28/2024,12000,Regular
O00561,P007,1,12/23/2024,12000,Regular
O00561,P004,4,12/11/2024,8000,Regular
O00561,P004,7,4/14/2024,6000,Small
O00561,P003,2,2/21/2024,6000,Small
O00561,P001,10,6/25/2024,5000,Regular
O00561,P008,7,2/9/2024,12000,Regular
O00563,P003,8,10/8/2024,6000,Small
O00563,P004,6,1/9/2024,10000,Large
O00563,P005,8,12/2/2024,6000,Small
O00563,P007,2,12/29/2024,10000,Small
O00563,P006,10,7/12/2024,12000,Regular
O00563,P002,9,5/17/2024,9000,Large
O00564,P004,4,5/19/2024,8000,Regular
O00564,P005,1,10/10/2024,6000,Small
